marathi_question,marathi_answer,category
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,थेरपीमध्ये जाण्याची चिंता करणे हे अगदी सामान्य आहे की आपण असुरक्षित आणि प्रामाणिक आहात जे आपण किती वेळा कितीही वेळा केले तरी थेरपीचा सर्वात चांगला भाग म्हणजे आपण जितके अधिक आत्मविश्वास बाळगता तितकेच आपण या कठीण भावनांमधून काम करण्याच्या क्षमतेवर अधिक विश्वास ठेवता आणि तरीही आपण काहीवेळा चिंताग्रस्त होऊ शकता तेव्हा आपल्यालाही आत्मविश्वास वाढेल,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,हे आपल्या सामान्य व्याख्येवर अवलंबून आहे मी असे म्हणेन की जेव्हा मी पाहतो त्या सरासरी क्लायंटला त्यांच्या सत्रात येताना काही प्रमाणात चिंताग्रस्त उर्जा वाटते आणि विशेषत: सुरुवातीला मला असे वाटते की ज्या ग्राहकांशी मी काम करतो ज्याच्याशी संबंधात कठीण काळ आहे अशा लोकांमुळे कदाचित त्यांच्या आयुष्याचा अनुभव आला आहे की त्यांच्याकडे दुर्लक्ष होते आणि त्याकडे दुर्लक्ष केले जाऊ शकते की शांततेत असे वाटते की शांततेत जाणे आवश्यक आहे की शांती मिळते की ती शांततेत आहे आणि ती शांततेत जाणवते.दुसर्‍या गोष्टीशी संबंधित असलेल्या स्वत: बद्दल मी माझ्या सर्व ग्राहकांना सध्याच्या क्षणाची भावना ओळखण्यासाठी क्लायंटला उपयुक्त ठरेल म्हणून त्यांच्यासाठी जे काही भावना आणत आहेत आणि नंतर शिकण्याची प्रक्रिया करण्यास सक्षम आहे आणि जर ते शोधले जात असेल तर अधिक शांततापूर्ण ठिकाणी जाण्यास सक्षम आहे.,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,थेरपीने याबद्दल विचार करण्यास फार विचित्र वाटू शकते की आपण किती वेळा जाऊ शकतो आणि आपल्या उर्वरित आयुष्यातील सर्वात खोल गडद विचार एखाद्या सापेक्ष अनोळखी व्यक्तीला सांगू शकतो म्हणून मला असे वाटते की आपल्या थेरपिस्टची सवय लागल्यामुळे आणि आपल्या थेरपीस्टच्या लक्षात आले की आपण यापूर्वीच काही बोलले असेल तर त्याकडे लक्ष देणे आवश्यक आहे की आपण त्याकडे दुर्लक्ष केले तर ते निश्चितपणे सांगू शकले असेल तर त्याकडे दुर्लक्ष केले जाऊ शकते आणि आपण त्याकडे दुर्लक्ष केले असेल तर ते निश्चितपणे सांगू शकले असेल तर त्याकडे दुर्लक्ष केले जाऊ शकते आणि आपण त्याकडे दुर्लक्ष केले असेल तर ते निश्चितपणे सांगू शकले असेल तर ते असेच सांगू शकतील की आपण त्याकडे दुर्लक्ष केले असेल तर ते निश्चितच आहेत की आपण त्याकडे दुर्लक्ष करू शकता आणि त्याकडे दुर्लक्ष केले असेल तर ते त्याकडे दुर्लक्ष करू शकले असेल तर ते असेच सांगू शकले असेल तर ते असे दिसून आले आहे की आपण त्याकडे दुर्लक्ष केले असेल तर ते निश्चितपणे सांगू शकेलप्रक्रिया आपल्याला कमी भीतीदायक वाटते,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,थेरपीवर जाण्याचे खूप धैर्य आवश्यक आहे मी एक सल्लागार म्हणून गेलो आहे आणि ही भावना काय आहे हे सामान्य आहे हे माहित आहे परंतु आशा आहे की आपण आपल्या थेरपिस्टसह अधिक आरामदायक बनले आहात हे कदाचित आपल्या थेरपिस्टकडे आणण्यासाठी काहीतरी असू शकते परंतु हे कदाचित आपल्या चिंतेचा विचार करू शकेल जर आपण कदाचित दुसर्‍या थेरपिस्टचा प्रयत्न केला असेल तर कदाचित हे कदाचित आपल्या एखाद्या थेरपिस्टचा विचार करू शकेल की कदाचित ही कदाचित एखादी गोष्ट कमी होऊ शकेल कारण कदाचित ही कदाचित एखादी गोष्ट योग्य ठरली असेल तर कदाचित हे कदाचित आपल्या चिंतेचा विचार करू शकेल.,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,थेरपी बर्‍याच वेळा रात्रभर कार्य करत नाही हा एक आजीवन संघर्ष आहे थेरपिस्टची नोकरी आपल्याला बरे करणे किंवा काहीतरी काढून टाकणे नाही तर आपल्या स्वत: च्या विचित्रतेसह आपले जीवन जगण्यासाठी आपल्याला पुरेसे सामर्थ्यवान बनवते आणि आम्ही मानव आहोत आणि सतत एक महत्त्वाची गोष्ट लक्षात घेण्यासारखे आहे की ती फक्त आपल्या खोलीच्या बाहेरील खोलीत आहे जी आपल्या खोलीच्या बाहेरील खोलीत आहे जी आपल्या खोलीच्या बाहेरील खोलीत आहे जी आपल्या खोलीच्या बाहेरील खोलीत आहे जी आपल्या खोलीच्या बाहेरील खोलीत आहे जी आपल्या खोलीच्या बाहेरील खोलीत आहे जी आपल्या खोलीच्या बाहेरील खोलीत आहे जी आपल्या खोलीच्या बाहेर आहे जी आपल्या खोलीत आहे जी आपल्या खोलीत आहे जी आपल्या खोलीच्या बाहेर आहे जी आपल्या खोलीच्या बाहेर आहे जी आपल्या वास्तविक जीवनात आहे जी आपल्या खोलीत आहे जी आपल्या वास्तविक जीवनात घडते ती आहे जी आपल्या खोलीच्या बाहेर आहे जी आपल्या खोलीच्या बाहेर आहे जी आपल्या खोलीत आहे जी आपल्या खोलीच्या बाहेर आहे जी आपल्या खोलीत आहे जी आपल्या वास्तविक जीवनात आहे जी आपल्या खोलीत आहे जी आपल्या वास्तविक जीवनात आहे जी आपल्या खोलीत आहे जी आपल्या वास्तविक जीवनात आहे जी आपल्या खोलीत आहे जी आपल्या खोलीत आहे जी आपल्या वास्तविक जीवनात आहे ती आहे जी आपल्या वास्तविक जीवनात आहे जी आपण खोलीत आहे जी आपल्या खोलीत आहे जी आपल्या वास्तविक जीवनात आहे ती आहे,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,yes feeling nervous for the first few or several sessions of therapy is completely normaltherapy is an unusual way to have a conversation with someone the person is an expert in recognizing and understanding dynamics of human interactions for some people the fear is that the therapist knows more about you than you do yourselfin general terms hopefully your therapist has worked with many other people whove faced problems similar to yoursin this sense the therapist has a general idea of ​​​​the basic dynamics you most likely areहँडलिंग्नो इरफ्रिआसिआला आपले आपले आपले विशिष ट ट आणि आणि आणि आणि आणि आणि अस अस e da dam थतेचे e dam म e म म असू असू त त त आपण e आपण e da namas:Samasatisa natisa da d केली आणि आणि la ra rपिसd dआणि eआपणa ra dज na dज dज na dज nat na dज nat na dज nat na dजa dज nat nat na dजa dज nat nat nat nat nat na da na da na da na da nat na da na da na da na dजa ra ra ra आहे आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि आणि la आणि la na आहे laRaurपीचsta सीसेशनमधून सीसेशनमधून बहुतेक बहुतेक बहुतेक बहुतेक स स स:,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,"समुपदेशन सुरू करण्याचा निर्णय घेण्यासाठी बर्‍याच लोकांना अनेक वर्षे लागतात आणि भावनांचे अन्वेषण करणे हे एक सुरक्षित ठिकाण असूनही, आपण काही विशिष्ट समस्यांना तोंड देण्याची ही पहिलीच वेळ असू शकते, परंतु चिंताग्रस्त असूनही आपण थेरपी सेशन्सकडे जात आहात हे चिंताजनक असूनही आपण थेरपी सत्रात जात आहात हे आपले सामर्थ्य आहे हे दर्शविते",Anxiety
मी आतापर्यंत दोन थेरपी सत्रांना गेलो आहे आणि तरीही जेव्हा जेव्हा मी आत येतो तेव्हा मला भीती वाटते आणि मला असे वाटत असेल तर हे सामान्य आहे का?,"होय, थेरपी थेरपीबद्दल चिंता वाटणे पूर्णपणे सामान्य आहे असे विषय आणि भावनांचा शोध घेतात जे अस्वस्थ आहेत थेरपीचे अंतिम लक्ष्य चांगले वाटणे आहे परंतु प्रक्रिया स्वतःच अस्वस्थ होऊ शकते",Anxiety
मी आतापर्यंत दोन थेरपी सत्रांना गेलो आहे आणि तरीही जेव्हा जेव्हा मी आत येतो तेव्हा मला भीती वाटते आणि मला असे वाटत असेल तर हे सामान्य आहे का?,थेरपीवर येण्याबद्दल चिंता करणे काही लोकांसाठी अगदी सामान्य गोष्ट आहे की कधीकधी आपल्या भावना आणि भावना एखाद्यासह सामायिक करणे कठीण आहे की थेरपिस्ट कितीही उबदार आणि काळजी घेत आहे हे आपण आपल्या थेरपिस्टसह आरामदायक आहात हे एक चांगले रिलेशनल फिट आहे कदाचित आपल्या पुढील सत्राच्या सुरूवातीस आपल्या विशिष्ट थेरपिस्टशी चर्चा करणे ही चांगली गोष्ट आहे कदाचित ती कदाचित आपल्याला काही रणनीती किंवा साधने शोधण्यात मदत करू शकेल की ते सुलभ करण्यासाठी ते सुलभ करते.,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,तुमच्या आयुष्यात काय चालले आहे याविषयी मला थोडेसे अधिक जाणून घेण्यास आवडेल परंतु मी असे उत्तर देण्याचा प्रयत्न करेन की आपण अजूनही निराश होऊ शकता आणि थेरपीला जात असताना आपण या थेरपीची गोष्ट काहीवेळा प्रथम भयानक आहे कारण आपण या थेरपिस्ट व्यक्तीशी संबंध निर्माण करू इच्छित असाल तर आपण कधीही आपल्या मित्राला पाहिजे आहे की आपण त्याला हटवू शकत नाही आणि तीच ती बळजबरी करू शकत नाही आणि ती कदाचित आपल्या मित्राने हटवू शकणार नाही आणि तीच ती बटणे असू शकते आणि ती कदाचित तीच आहे की ती कदाचित तीच आहे आणि ती कदाचित आपल्या बत्तेचं असू शकत नाही आणि ती कदाचित तीच असेल तर तीच ती बटणे असू शकेल आणि ती कदाचित आपल्या बत्तेचं असू शकत नाही आणि ती कदाचित बळजबरीने बनवू शकणार नाही आणि ती कदाचित तीच असेल तर ती कदाचित आपल्या बत्तेसाठी जाऊ शकेल आणि ती कदाचित आपल्या बत्तेची इच्छा बाळगू शकेल.चिंताग्रस्त तिसरा आपल्याला खरोखर माहित नाही की ही थेरपीची गोष्ट कोठे जाईल हे होय तेथे आहे परंतु कधीकधी बाजूचे रस्ते घेणे आवश्यक आहे आणि काहीवेळा ते भयानक आहे हे आपण योग्य ठिकाणी आहात ज्या आपण बदलण्यासाठी पावले उचलत आहात त्या योग्य ठिकाणी आहात,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,हे पूर्णपणे एक सामान्य प्रतिसाद आहे जे माझे बरेच ग्राहक घाबरले आहेत जेव्हा आम्ही भेटतो तेव्हा हे मूलत: एक अनोळखी आहे ज्याच्याशी आपण आपल्या भावना सामायिक करीत आहात,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,थोडासा चिंता वाटणे ही सर्व एक महत्त्वाची चकमकी आहे ही एक महत्त्वाची चकमकी म्हणजे आपल्या थेरपिस्टशी याबद्दल चर्चा करणे ही आहे की हिमरला हे सांगू द्या की आपल्याला असे वाटते की आपल्या चिंतेची पातळी आपल्या सत्राच्या गुणवत्तेवर आणि फायद्यावर परिणाम करीत आहे असे आपल्याला वाटत असेल तर आपण आपल्या सत्रात काही विश्रांती घेण्याचा प्रयत्न करू शकता जर आपल्या तंत्रज्ञानाचा विचार केला जाऊ शकत नाही किंवा आपल्या तंत्रज्ञानाचा विचार केला जाऊ शकत नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपल्या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार केला नाही तर आपण या तंत्रज्ञानाचा विचार करू शकता.,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,सामान्य वापरणे हा एक कपटी शब्द असू शकतो कारण यामुळे आपल्या किंमतीची भावना कमी होऊ शकते ज्यामुळे आपण वागले पाहिजे आणि आपण त्या विहित केलेल्या मानकांनुसार वागले नाही तर आपण त्या विवेकबुद्धीच्या अनुभवांकडे लक्ष वेधले पाहिजे आणि आपण काळजीपूर्वक विचार केला तर आपण काळजीपूर्वक विचार केला तर आपण त्या विहित मानकांनुसार वागू शकत नाही तर आपण काळजीपूर्वक विचार केला तर आपण काळजीपूर्वक विचार करता तेव्हा आपण काळजीपूर्वक विचार करता तेव्हा आपल्या भावनिक अनुभवांकडे लक्ष देणे आवश्यक आहे.ते हाताळण्याचा एक मार्ग आणि तो कमी करण्यासाठी कृती चरण शोधा,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,प्रत्येकाचे थेरपीकडे जाण्याचे वेगवेगळे अनुभव एक सामान्य भावना असू शकतात अशी भावना असू शकते की भावना कदाचित आपल्या स्वतःबद्दल महत्वाची माहिती सांगण्याचा आपला शरीर म्हणजे आपल्या सत्रांमध्ये उघडपणे बोलणे सुचवितो की आपल्या समुपदेशकाच्या मार्गदर्शनासह आपण आपल्या विचारसरणीबद्दल विचार करू शकता की आपल्या समुपदेशनात आपण ज्या गोष्टींबद्दल विचार केला आहे त्या व्यक्तीस जे काही सांगायचे आहे की आपण या समुपदेशनाची भावना व्यक्त केली आहे जी आपल्या समुपदेशनात आहे त्या व्यक्तीस आपण ज्या गोष्टींचा विचार केला आहे त्या वैयक्तिक गोष्टींबद्दल आपल्याला माहिती आहे की आपण वैयक्तिकरित्या विचार केला आहे की आपण वैयक्तिकरित्या विचार केला आहे की आपण ज्या गोष्टींबद्दल विचार केला आहे त्या व्यक्तीस जे काही सांगायचे आहे की आपण वैयक्तिकरित्या काम केले आहे जे आपल्याशी संबंधित आहे जे आपल्याशी संबंधित आहे त्या व्यक्तीस आपण वैयक्तिकरित्या काम करू शकता जे आपल्याशी संबंधित आहे जे आपल्याशी संबंधित आहे त्या व्यक्तीस आपण वैयक्तिकरित्या काम केले आहे जे आपल्याशी संबंधित आहे जे आपल्याशी संबंधित आहे आणि त्या व्यक्तीस आपण वैयक्तिकरित्या काम केले आहे जे आपल्याशी संबंधित आहे जे आपल्याशी संबंधित आहे त्या व्यक्तीस जे काही सांगायचे आहे की आपण ज्या गोष्टींबद्दल विचार केला आहे त्या व्यक्तीस आपण ज्या गोष्टींचा विचार केला आहे त्या व्यक्तीस आपण ज्या गोष्टींचा विचार केला आहे त्या व्यक्तीस आपण ज्या गोष्टींचा विचार केला आहे की आपण वैयक्तिकरित्या विचार केला आहे की आपण आपल्या समुपदेशनाची भावना व्यक्त केली आहे.आपण आपल्या समस्यांकडे लक्ष देता तेव्हा आपल्याकडे आपल्या स्वत: च्या ताणतणावांशी सामोरे जाण्यासाठी वेळ असेल तर आपल्याकडे अशी साधने आणि कौशल्ये असतील जी दोन संबंधांना संबोधित करण्यात उपयुक्त ठरतील,Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,"थेरपी थेरपीमध्ये याकडे लक्ष देणे ही एक फायद्याची प्रक्रिया कशी असू शकते याबद्दल मला अधिक चिंता वाटेल परंतु बर्‍याच वेळा आम्ही आपल्या शरीरावर पाठविल्या जाणार्‍या संदेशांकडे जास्त लक्ष देत नाही, ज्यामुळे आपल्या मनाच्या शरीरावर संबंध आहे असे मला वाटते की ते सामान्य किंवा असामान्यपणाचा प्रश्न असू शकेल जर आपण त्याकडे लक्ष दिले पाहिजे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे की त्याकडे लक्ष देणे आवश्यक आहे.त्या भावना दूर करा किंवा थेरपीची वेळ आली तेव्हा ते का दर्शवित आहेत याची अधिक चांगली समज आहे",Anxiety
मी आतापर्यंत जोडप्या थेरपी सत्रात गेलो आणि तरीही प्रत्येक वेळी मी घाबरून गेलो आणि थरथर कापत आहे हे सामान्य आहे की मला अजूनही असे वाटत असेल,हे पूर्णपणे सामान्य आहे की आपण यावर बरेच काही चालविले आहे आणि आपण गुंतवणूक केली आहे की आपल्याला इतके हलके का वाटते की हे थेरपिस्टबद्दल किंवा त्यांच्या शैलीबद्दल काहीतरी का आहे याबद्दल काहीतरी आहे तर त्याबद्दल त्यांच्याशी बोलणे चांगले आहे म्हणून आपल्याला कोणत्याही परिस्थितीत सहजतेने वाटते की थेरपीमधील थेरपीबद्दल आपल्या भावना पूर्णपणे योग्य आहेत आणि अगदी योग्य नशिब देखील योग्य आहे.,Anxiety
"लहानपणापासूनच मी भिंतींवर आणि जमिनीवर डोके मारतो, मला अजूनही कधीकधी ते होते पण मला नक्की माहित नाही की मला चिंता का आहे आणि माझे बालपण कठीण गेले पण आता मला डोके दुखायला लागते आणि कधीकधी मला ते कळत नाही पण मला ते कसे थांबवायचे किंवा मी ते का करते हे देखील माहित नाही. मी माझे वर्तन बदलण्यास स्वतःला कसे मदत करू शकतो?",बदलाच्या दिशेने एक पाऊल म्हणजे आपण आपल्या डोक्यावर का मारत आहात हे ठरविणे हे आहे की आपण विचार करू इच्छित आहात की आपण विचार करू इच्छित नाही आणि आपण विचार करू इच्छित नाही अशा विचारांचा विचार करू इच्छित नाही किंवा आपण आपल्या डोक्यावरुन काही वेळा विचार करता की आपण आपल्या डोक्यावरुन जावे लागत नाही तेव्हा आपण आपल्या डोक्यावरुन जावे लागता तेव्हा आपण स्वत: चे डोके वर काढता तेव्हा आपण स्वत: ला एक सूक्ष्म बळजबरी केली नाही.जेव्हा मी ग्राहकांना या क्षेत्रात काम करण्यास मदत करतो तेव्हा वर्तन विझविण्याच्या दिशेने अनेक उपयुक्त चरण असतात,Anxiety
मी लहान होतो तेव्हापासून मी भिंती आणि मजल्यावरील माझ्या डोक्यावर आदळतो मी कधीकधी हे करतो पण मला चिंता का आहे हे मला ठाऊक नाही आणि आता माझे बालपण आहे परंतु आता आजारी माझ्या डोक्यावर आदळायला लागते आणि कधीकधी मला हे माहित नाही की कसे थांबवायचे किंवा मी हे कसे करीत आहे हे मला कसे करावे हे माहित नाही की मी माझे वर्तन बदलण्यास कसे मदत करू शकतो हे देखील मला माहित नाही,हे वर्तन करणे वेदनादायक असले पाहिजे की काहीतरी आपल्या वेदना कारणीभूत आहे हे मला ठाऊक आहे की काही खोल श्वास घेताना एक पाऊल मागे घेतल्याने आपल्याला स्वत: ला इजा करावी लागेल असे वाटत असल्यास आपल्या स्वत: ला हानी पोहचवण्याची आपली आवश्यकता काय आहे हे ठरवू शकेल तर एक तंत्र म्हणजे आपले लक्ष आपल्या भावनिक वेदनापासून दूर करेल,Anxiety
मी लहान होतो तेव्हापासून मी भिंती आणि मजल्यावरील माझ्या डोक्यावर आदळतो मी कधीकधी हे करतो पण मला चिंता का आहे हे मला ठाऊक नाही आणि आता माझे बालपण आहे परंतु आता आजारी माझ्या डोक्यावर आदळायला लागते आणि कधीकधी मला हे माहित नाही की कसे थांबवायचे किंवा मी हे कसे करीत आहे हे मला कसे करावे हे माहित नाही की मी माझे वर्तन बदलण्यास कसे मदत करू शकतो हे देखील मला माहित नाही,लोकांना त्यांचे वर्तन ओळखण्यात आणि बदलण्यात मदत करण्यात अनेक वर्षांपासून संज्ञानात्मक वर्तनात्मक थेरपी दर्शविली गेली आहे परंतु थेरपीने जितकी संभाव्यतेसाठी प्रत्येक व्यक्तीसाठी जितकी संभाव्य थेरपीची चावी आहे तितकीच असे दिसते की इतरांनी या गोष्टींवरुन किती प्रयत्न केले आहेत आणि इतरांद्वारे ते किती चांगले आहेत आणि इतरांनी तेथील लोकांनी जे काही केले आहे की ते एक चांगले आहे की नाही आणि इतरांनी तेच केले आहे की नाही आणि इतरांनी तेच केले आहे की नाही आणि इतरांमुळे तेच आहे की नाही आणि इतरांमुळे ते तंदुरुस्त आहे की नाही आणि इतरांनी थेरपी केली पाहिजे की नाही आणि नाही.हे द्रुत हे विशेषतः खरे आहे जर आपण जटिल दीर्घकालीन समस्यांसह व्यवहार करीत असाल तर याचा अर्थ असा नाही की आपण आपल्या उर्वरित आयुष्यासाठी थेरपीमध्ये राहण्याची अपेक्षा करू शकता किंवा बर्‍याच वर्षांमध्ये याचा अर्थ असा आहे की आपण जे काही अपेक्षा करू शकता त्या वास्तविकतेचे आपण कौतुक केले पाहिजे आणि उपचारांच्या पर्यायांचा शोध घेण्यास आपण किती लवकर तयार होऊ शकणार नाही याबद्दल चर्चा करण्यास आनंदित व्हा.,Anxiety
मी लहान होतो तेव्हापासून मी भिंती आणि मजल्यावरील माझ्या डोक्यावर आदळतो मी कधीकधी हे करतो पण मला चिंता का आहे हे मला ठाऊक नाही आणि आता माझे बालपण आहे परंतु आता आजारी माझ्या डोक्यावर आदळायला लागते आणि कधीकधी मला हे माहित नाही की कसे थांबवायचे किंवा मी हे कसे करीत आहे हे मला कसे करावे हे माहित नाही की मी माझे वर्तन बदलण्यास कसे मदत करू शकतो हे देखील मला माहित नाही,स्वत: ला खूप सहानुभूती आणि काळजी घ्या की लहानपणाचे बालपण आणि हे समजून घ्या की स्वत: बरोबरच रूग्ण वाढत असताना आपल्याशी कसे वागले जाते त्यापेक्षा आयुष्य चांगले असू शकते.इतर जे लोक त्यांच्या जीवनशैलीचा नियमित भाग होते कारण त्या व्यक्तीने त्यांच्या इच्छेनुसार आणि गरजा स्वीकारण्यास सुरुवात केली आणि वैध म्हणून आपण स्वतःबद्दल जे काही शोधता ते स्वीकारण्याच्या भावनेने स्वत: ला शिकण्याची परवानगी देतो कारण आपल्या नवीन समजूतदारपणा आणि स्वत: च्या स्वीकृतीच्या नशिबाने नैसर्गिकरित्या बदलतील आणि या स्वत: च्या शोधाच्या प्रकल्पाचा आनंद घ्या.,Anxiety
